3.099613465,2.97181234,0,0
3.426155696,3.613742507,0,0
2.847268275,3.174611441,0,0
3.596281688,3.026750043,0,0
3.322059867,2.79577412,0,0
3.068235189,3.380243138,0,0
2.869221267,2.380636809,0,0
2.989577293,3.0188177,0,0
3.059951512,2.994610444,0,0
3.674475661,2.29336014,0,0
3.900588225,3.379890494,0,0
3.389703597,3.258328386,0,0
2.869289657,3.410744191,0,0
2.759040821,3.321539277,0,0
2.691449577,2.332561426,0,0
2.532403401,2.95547368,0,0
3.700452281,3.633702522,0,0
3.001310853,2.931016079,0,0
3.434328823,3.494463846,0,0
2.568963453,2.327146903,0,0
3.256616068,3.914205767,0,0
2.975112797,3.011609759,0,0
3.276230007,3.407694483,0,0
3.31044752,2.637172213,0,0
2.406934247,2.262847219,0,0
3.733187283,3.574264797,0,0
2.426874934,2.676732195,0,0
3.157633112,2.983798848,0,0
3.528213711,2.196850222,0,0
2.346544711,2.926445948,0,0
2.384566327,3.140176463,0,0
3.002350869,2.74241517,0,0
2.577128806,5.817579814,1,0
0.576131382,4.492283484,1,0
0.437352846,3.081272977,1,0
0.764022899,2.281664003,1,0
1.782297261,0.294038214,2,0
1.891934388,1.322387667,2,0
2.052055035,5.706408905,1,0
0.79587103,4.380840092,1,0
4.08115707,5.113182216,0,0
0.291174958,1.726555505,2,0
3.059353668,5.500722487,1,0
1.426647112,1.549609815,2,0
4.370017985,0.511589025,2,0
1.024331129,4.204013012,1,0
5.012870331,1.968100563,0,0
4.929551131,3.61530122,0,1
4.703250215,0.66603503,2,0
2.710844049,0.205440798,2,0
4.469013579,1.096548767,2,0
5.300982031,4.081836896,0,1
1.860902315,1.072148099,2,0
0.848915715,3.88976843,1,0
5.387780981,2.526132976,0,0
3.166253772,0.210594118,2,0
5.392710692,4.727456907,0,0
3.619893742,0.399998512,2,0
1.203909909,1.918447919,2,0
5.275933341,2.22912169,0,0
1.736025556,0.772189778,2,0
2.194906224,5.040953769,1,0
1.3588707,0.740866948,2,0
3.50046131,0.411925004,2,0
5.376931532,2.634403933,0,0
1.66126192,0.518179562,2,0
1.10795897,1.113593373,2,0
0.740281122,1.611993836,2,0
1.236731296,4.321577658,1,0
4.073812336,1.122669224,2,0
3.05494339,0.788190774,2,0
0.560222394,3.90471829,1,0
5.02908013,1.573104226,0,0
1.165302006,3.808442193,1,0
2.041661274,5.460680584,1,0
0.210171032,3.886129272,1,0
2.082600738,0.182392342,2,0
0.486369542,2.615405446,1,0
3.830529037,0.533925755,2,0
3.022859485,5.283440706,1,0
1.777423368,4.601697985,1,0
0.285775946,3.839299328,1,0
4.070399788,1.252633,2,0
0.252079053,2.996732757,1,0
3.362312248,0.732903031,2,0
0.693453103,1.083379015,2,0
3.358319752,0.935565472,2,0
3.517001084,0.976127607,2,0
0.631979059,1.286079697,2,0
2.176716886,5.093472323,1,0
2.683067263,5.306067383,1,0
3.192816269,5.313012411,1,0
1.981679132,0.747375557,2,0
3.971981407,5.345573946,0,0
1.910175619,5.433379492,1,0
3.176416459,5.327152755,1,0
0.688387345,4.094297637,1,0
0.931439264,4.295208971,1,0
1.013959837,3.914851791,1,0
5.297393956,3.378261913,0,0
3.612632252,0.955666274,2,0
4.677367269,4.395563805,0,0
2.394874854,0.48923284,2,0
0.591204705,3.22403406,1,0
4.040814287,0.806941148,2,0
2.68393774,0.164626034,2,0
4.94055144,1.794180089,0,0
1.809219312,0.784478729,2,0
3.621850272,4.965483163,0,0
0.836128454,4.538347543,1,0
0.60741779,1.365583615,2,0
2.217958317,4.913072484,1,0
1.22267205,4.63970052,1,0
3.84860382,0.47946731,2,0
3.386843542,5.036418858,0,0
2.171869529,0.598714231,2,0
1.740037001,4.62313222,1,0
4.970121087,1.261449192,2,0
1.421499091,1.711645431,2,0
5.032681069,4.755160208,0,0
0.733686121,2.914359922,1,0
1.634335388,0.637283602,2,0
1.392877719,4.55712366,1,0
4.683770068,0.691022778,2,0
0.977515513,2.084706889,2,0
3.55691956,5.240382924,0,0
3.659787741,5.35988094,0,0
2.14182234,1.051290214,2,0
4.905997602,1.885219136,0,0
5.288530942,1.212760716,2,0
2.894204737,0.189785675,2,0
3.888311626,5.22036476,0,0
